Country_Year,GNI_per_cap,Labor_force,Life_expectancy,Population
Afghanistan_2015,600.0,9176450.0,63.376999999999995,34413603.0
Afghanistan_2016,570.0,9566712.0,63.763000000000005,35383128.0
Afghanistan_2017,560.0,9947922.0,64.13,36296400.0
Afghanistan_2018,550.0,10334090.0,64.486,37172386.0
Angola_2015,4520.0,11437925.0,59.398,27884381.0
Angola_2016,3770.0,11848410.0,59.925,28842484.0
Angola_2017,3450.0,12268842.0,60.379,29816748.0
Angola_2018,3210.0,12705486.0,60.782,30809762.0
Albania_2015,4390.0,1289562.0,78.025,2880703.0
Albania_2016,4320.0,1302836.0,78.194,2876101.0
Albania_2017,4290.0,1316869.0,78.333,2873457.0
Albania_2018,4860.0,1318022.0,78.458,2866376.0
United Arab Emirates_2015,42860.0,6600371.0,77.285,9262900.0
United Arab Emirates_2016,40570.0,6612725.0,77.47,9360980.0
United Arab Emirates_2017,39290.0,6676278.0,77.64699999999999,9487203.0
United Arab Emirates_2018,41470.0,6752973.0,77.814,9630959.0
Argentina_2015,12570.0,19360544.0,76.068,43131966.0
Argentina_2016,12220.0,19696452.0,76.221,43590368.0
Argentina_2017,13120.0,20035267.0,76.372,44044811.0
Argentina_2018,12390.0,20551682.0,76.52,44494502.0
Armenia_2015,4010.0,1334775.0,74.467,2925553.0
Armenia_2016,3760.0,1310061.0,74.64,2936146.0
Armenia_2017,3950.0,1303653.0,74.797,2944809.0
Armenia_2018,4230.0,1303093.0,74.945,2951776.0
Australia_2015,60500.0,12585539.0,82.4,23815995.0
Australia_2016,54140.0,12742247.0,82.44878048780491,24190907.0
Australia_2017,51600.0,12989073.0,82.5,24601860.0
Australia_2018,53250.0,13254463.0,82.74878048780491,24982688.0
Austria_2015,47450.0,4460833.0,81.19024390243901,8642699.0
Austria_2016,46220.0,4537043.0,81.6414634146342,8736668.0
Austria_2017,45150.0,4566743.0,81.64390243902442,8797566.0
Austria_2018,49400.0,4601213.0,81.6926829268293,8840521.0
Azerbaijan_2015,6570.0,4875807.0,72.266,9649341.0
Azerbaijan_2016,4760.0,4969726.0,72.493,9757812.0
Azerbaijan_2017,4090.0,5033862.0,72.693,9854033.0
Azerbaijan_2018,4060.0,5091052.0,72.86399999999999,9939771.0
Burundi_2015,260.0,4350268.0,60.123000000000005,10160030.0
Burundi_2016,270.0,4503184.0,60.528,10487998.0
Burundi_2017,280.0,4660778.0,60.898,10827024.0
Burundi_2018,280.0,4822373.0,61.247,11175378.0
Belgium_2015,45540.0,5000910.0,80.9926829268293,11274196.0
Belgium_2016,43440.0,5005505.0,81.4390243902439,11331422.0
Belgium_2017,42750.0,5037405.0,81.4926829268293,11375158.0
Belgium_2018,45940.0,5089752.0,81.5951219512195,11427054.0
Benin_2015,1180.0,4264772.0,60.608000000000004,10575952.0
Benin_2016,1110.0,4397957.0,60.885,10872067.0
Benin_2017,1090.0,4535767.0,61.174,11175204.0
Benin_2018,1200.0,4678297.0,61.47,11485048.0
Burkina Faso_2015,700.0,6572285.0,59.919,18110624.0
Burkina Faso_2016,660.0,6787426.0,60.354,18646378.0
Burkina Faso_2017,680.0,7009083.0,60.768,19193284.0
Burkina Faso_2018,760.0,7238229.0,61.174,19751535.0
Bangladesh_2015,1220.0,62595846.0,71.514,156256276.0
Bangladesh_2016,1370.0,63698450.0,71.785,157970840.0
Bangladesh_2017,1520.0,67454903.0,72.05199999999999,159670593.0
Bangladesh_2018,1750.0,68791250.0,72.32,161356039.0
Bulgaria_2015,7450.0,3333802.0,74.6146341463415,7177991.0
Bulgaria_2016,7430.0,3264392.0,74.8121951219512,7127822.0
Bulgaria_2017,7640.0,3357160.0,74.81463414634149,7075947.0
Bulgaria_2018,8910.0,3327614.0,74.9634146341464,7025037.0
Bahrain_2015,22660.0,777895.0,76.762,1371851.0
Bahrain_2016,21610.0,817831.0,76.899,1425791.0
Bahrain_2017,21180.0,869405.0,77.032,1494074.0
Bahrain_2018,21900.0,926959.0,77.163,1569439.0
Bosnia and Herzegovina_2015,5210.0,1363985.0,76.865,3429361.0
Bosnia and Herzegovina_2016,5130.0,1347240.0,76.998,3386267.0
Bosnia and Herzegovina_2017,5110.0,1328960.0,77.128,3351527.0
Bosnia and Herzegovina_2018,5740.0,1319691.0,77.262,3323929.0
Belarus_2015,6710.0,5106430.0,73.6243902439025,9489616.0
Belarus_2016,5620.0,5106665.0,73.8268292682927,9501534.0
Belarus_2017,5300.0,5097017.0,74.12926829268291,9498264.0
Belarus_2018,5700.0,5087320.0,74.1756097560976,9483499.0
Belize_2016,4340.0,164047.0,74.219,368400.0
Belize_2017,4310.0,168345.0,74.365,375769.0
Belize_2018,4450.0,173515.0,74.49600000000001,383071.0
Bolivia_2015,2960.0,4925990.0,70.277,10869730.0
Bolivia_2016,3040.0,5080592.0,70.626,11031813.0
Bolivia_2017,3090.0,5293299.0,70.945,11192854.0
Bolivia_2018,3370.0,5631725.0,71.23899999999999,11353142.0
Brazil_2015,10190.0,101600929.0,74.994,204471769.0
Brazil_2016,8920.0,102508951.0,75.23,206163058.0
Brazil_2017,8700.0,104260712.0,75.456,207833831.0
Brazil_2018,9080.0,105542232.0,75.672,209469333.0
Bhutan_2015,2520.0,348432.0,70.419,727876.0
Bhutan_2016,2650.0,356732.0,70.781,736709.0
Bhutan_2017,2800.0,364557.0,71.12899999999999,745568.0
Bhutan_2018,2970.0,371964.0,71.46,754394.0
Botswana_2015,6840.0,978489.0,67.33800000000001,2120716.0
Botswana_2016,6570.0,999036.0,68.178,2159944.0
Botswana_2017,6730.0,1023359.0,68.812,2205128.0
Botswana_2018,7410.0,1049545.0,69.275,2254126.0
Central African Republic_2015,400.0,1791677.0,50.881,4493170.0
Central African Republic_2017,440.0,1838756.0,52.24,4596028.0
Central African Republic_2018,490.0,1871101.0,52.805,4666377.0
Canada_2015,47570.0,19679325.0,81.9,35702908.0
Canada_2016,43870.0,19887912.0,81.9,36109487.0
Canada_2017,42990.0,20164604.0,81.94878048780491,36543321.0
Canada_2018,45000.0,20344918.0,81.94878048780491,37057765.0
Switzerland_2015,85800.0,4813826.0,82.89756097560979,8282396.0
Switzerland_2016,82110.0,4889830.0,83.60243902439029,8373338.0
Switzerland_2017,81120.0,4919831.0,83.55121951219509,8451840.0
Switzerland_2018,84430.0,4953967.0,83.7536585365854,8514329.0
Chile_2015,14130.0,8861615.0,79.646,17969353.0
Chile_2016,13370.0,9001237.0,79.779,18209068.0
Chile_2017,13270.0,9208644.0,79.90899999999999,18470439.0
Chile_2018,14620.0,9391133.0,80.042,18729160.0
China_2015,7940.0,784597090.0,75.928,1371220000.0
China_2016,8270.0,784950069.0,76.21,1378665000.0
China_2017,8740.0,784839482.0,76.47,1386395000.0
China_2018,9620.0,783424134.0,76.704,1392730000.0
Ivory Coast_2015,1660.0,7697108.0,56.065,23226143.0
Ivory Coast_2016,1840.0,7849976.0,56.567,23822714.0
Ivory Coast_2017,2030.0,8067108.0,57.016999999999996,24437469.0
Ivory Coast_2018,2180.0,8294855.0,57.422,25069229.0
Cameroon_2015,1440.0,10091929.0,57.583,23298368.0
Cameroon_2016,1380.0,10392255.0,58.063,23926539.0
Cameroon_2017,1340.0,10703273.0,58.511,24566045.0
Cameroon_2018,1440.0,11023646.0,58.92100000000001,25216237.0
Congo (Kinshasa)_2015,460.0,26127406.0,59.254,76244544.0
Congo (Kinshasa)_2016,470.0,26995422.0,59.655,78789127.0
Congo (Kinshasa)_2017,460.0,27898477.0,60.026,81398764.0
Congo (Kinshasa)_2018,500.0,28829943.0,60.368,84068091.0
Congo (Brazzaville)_2015,2420.0,1960470.0,63.097,4856095.0
Congo (Brazzaville)_2016,1820.0,2013099.0,63.556000000000004,4980999.0
Congo (Brazzaville)_2017,1510.0,2068663.0,63.95399999999999,5110702.0
Congo (Brazzaville)_2018,1680.0,2124852.0,64.29,5244363.0
Colombia_2015,7330.0,25054953.0,76.531,47520667.0
Colombia_2016,6460.0,25429174.0,76.732,48171392.0
Colombia_2017,5930.0,25860138.0,76.925,48901066.0
Colombia_2018,6260.0,26229069.0,77.109,49648685.0
Comoros_2015,1380.0,199105.0,63.471000000000004,777424.0
Comoros_2016,1320.0,204984.0,63.7,795592.0
Costa Rica_2015,10400.0,2338013.0,79.565,4847804.0
Costa Rica_2016,10770.0,2272972.0,79.738,4899345.0
Costa Rica_2017,11150.0,2336778.0,79.914,4949954.0
Costa Rica_2018,11590.0,2445858.0,80.095,4999441.0
Cyprus_2015,25960.0,604302.0,80.35,1160985.0
Cyprus_2016,24700.0,603072.0,80.513,1170187.0
Cyprus_2017,24580.0,611083.0,80.672,1179680.0
Cyprus_2018,26620.0,625713.0,80.828,1189265.0
Czech Republic_2015,18260.0,5337426.0,78.57804878048779,10546059.0
Czech Republic_2016,17590.0,5388569.0,79.0268292682927,10566332.0
Czech Republic_2017,17970.0,5419544.0,78.9780487804878,10594438.0
Czech Republic_2018,20230.0,5453301.0,79.0292682926829,10629928.0
Germany_2015,45850.0,42592924.0,80.64146341463409,81686611.0
Germany_2016,44290.0,43055076.0,80.990243902439,82348669.0
Germany_2017,43680.0,43289005.0,80.9926829268293,82657002.0
Germany_2018,47150.0,43560137.0,80.8926829268293,82905782.0
Djibouti_2015,2730.0,383775.0,64.13600000000001,913993.0
Denmark_2015,60510.0,2931334.0,80.7024390243902,5683483.0
Denmark_2016,58040.0,3024663.0,80.85365853658541,5728010.0
Denmark_2017,56210.0,2986512.0,81.10243902439029,5764980.0
Denmark_2018,60920.0,3014756.0,80.95365853658541,5793636.0
Dominican Republic_2015,6580.0,4663162.0,73.241,10281680.0
Dominican Republic_2016,6860.0,4763649.0,73.471,10397743.0
Dominican Republic_2017,7090.0,4838602.0,73.689,10513131.0
Dominican Republic_2018,7760.0,4917459.0,73.892,10627165.0
Algeria_2015,4850.0,11742189.0,76.09,39728025.0
Algeria_2016,4370.0,11904866.0,76.298,40551404.0
Algeria_2017,3920.0,12051687.0,76.499,41389198.0
Algeria_2018,3960.0,12173459.0,76.693,42228429.0
Ecuador_2015,5970.0,7645634.0,76.143,16212020.0
Ecuador_2016,5810.0,8042861.0,76.365,16491115.0
Ecuador_2017,5860.0,8305745.0,76.584,16785361.0
Ecuador_2018,6090.0,8365114.0,76.8,17084357.0
Egypt_2015,3360.0,29541725.0,71.30199999999999,92442547.0
Egypt_2016,3460.0,29891673.0,71.482,94447072.0
Egypt_2017,3040.0,29629276.0,71.656,96442593.0
Egypt_2018,2800.0,30177778.0,71.825,98423595.0
Spain_2015,28430.0,23115401.0,82.8317073170732,46444832.0
Spain_2016,27530.0,23103511.0,83.32926829268291,46484062.0
Spain_2017,27060.0,23047059.0,83.28292682926829,46593236.0
Spain_2018,29320.0,23065037.0,83.4317073170732,46797754.0
Estonia_2015,18680.0,686173.0,77.590243902439,1315407.0
Estonia_2016,18280.0,695266.0,77.6414634146342,1315790.0
Estonia_2017,18750.0,703684.0,78.0926829268293,1317384.0
Estonia_2018,21350.0,705816.0,78.24390243902441,1321977.0
Ethiopia_2015,600.0,46718750.0,65.048,100835458.0
Ethiopia_2016,670.0,48240655.0,65.482,103603501.0
Ethiopia_2017,740.0,49804178.0,65.872,106400024.0
Ethiopia_2018,800.0,51412462.0,66.24,109224559.0
Finland_2015,47150.0,2695658.0,81.4804878048781,5479531.0
Finland_2016,45490.0,2688556.0,81.4292682926829,5495303.0
Finland_2017,44740.0,2709345.0,81.63170731707321,5508214.0
Finland_2018,48300.0,2742737.0,81.7341463414634,5515525.0
France_2015,41100.0,30138027.0,82.3219512195122,66548272.0
France_2016,39070.0,30197208.0,82.5731707317073,66724104.0
France_2017,38340.0,30236456.0,82.57560975609759,66864379.0
France_2018,41080.0,30391825.0,82.7243902439024,66965912.0
Gabon_2015,7970.0,636572.0,64.913,1947686.0
Gabon_2016,7080.0,659706.0,65.418,2007873.0
Gabon_2017,6510.0,681829.0,65.839,2064823.0
Gabon_2018,6830.0,702504.0,66.187,2119275.0
United Kingdom_2015,44290.0,33481424.0,80.95609756097559,65116219.0
United Kingdom_2016,42980.0,33801224.0,81.1560975609756,65611593.0
United Kingdom_2017,41370.0,34014019.0,81.25609756097559,66058859.0
United Kingdom_2018,41730.0,34329233.0,81.25609756097559,66460344.0
Georgia_2015,4410.0,2090740.0,72.973,3725276.0
Georgia_2016,4080.0,2059913.0,73.207,3727505.0
Georgia_2017,4040.0,2051071.0,73.414,3728004.0
Georgia_2018,4460.0,2040890.0,73.6,3726549.0
Ghana_2015,1940.0,11708016.0,62.772,27849205.0
Ghana_2016,1820.0,12006769.0,63.123999999999995,28481946.0
Ghana_2017,1890.0,12304378.0,63.463,29121471.0
Ghana_2018,2130.0,12611514.0,63.78,29767108.0
Guinea_2015,760.0,3915430.0,59.598,11432088.0
Guinea_2016,780.0,4029992.0,60.17,11738441.0
Guinea_2017,830.0,4151690.0,60.706,12067539.0
Guinea_2018,850.0,4285745.0,61.185,12414318.0
Greece_2015,20320.0,4825534.0,81.0365853658537,10820883.0
Greece_2016,18890.0,4821995.0,81.3878048780488,10775971.0
Greece_2017,18360.0,4812433.0,81.2878048780488,10754679.0
Greece_2018,19620.0,4804346.0,81.7878048780488,10732882.0
Guatemala_2015,3700.0,6097908.0,73.25,15567419.0
Guatemala_2016,3870.0,6307795.0,73.541,15827690.0
Guatemala_2017,4090.0,6498737.0,73.81,16087418.0
Guatemala_2018,4390.0,6680520.0,74.063,16346950.0
Hong Kong_2015,41180.0,3935838.0,84.2780487804878,7291300.0
Hong Kong_2016,42970.0,3951196.0,84.2268292682927,7336600.0
Hong Kong_2017,46390.0,3962081.0,84.6804878048781,7391700.0
Hong Kong_2018,50060.0,3964816.0,84.9341463414634,7451000.0
Honduras_2015,2060.0,4020478.0,74.495,9112916.0
Honduras_2016,2120.0,4109395.0,74.70100000000001,9270795.0
Honduras_2017,2250.0,4273483.0,74.898,9429013.0
Honduras_2018,2320.0,4499704.0,75.08800000000001,9587522.0
Croatia_2015,12970.0,1887533.0,77.2756097560976,4203604.0
Croatia_2016,12380.0,1828434.0,78.0219512195122,4174349.0
Croatia_2017,12640.0,1821368.0,77.8268292682927,4124531.0
Croatia_2018,14010.0,1794730.0,78.0707317073171,4087843.0
Haiti_2015,820.0,4664609.0,62.485,10695542.0
Haiti_2016,780.0,4768066.0,62.896,10839970.0
Haiti_2017,760.0,4871279.0,63.29,10982366.0
Haiti_2018,800.0,4975289.0,63.66,11123176.0
Hungary_2015,13220.0,4617150.0,75.56829268292691,9843028.0
Hungary_2016,13050.0,4685790.0,76.0634146341464,9814023.0
Hungary_2017,13080.0,4714349.0,75.8170731707317,9787966.0
Hungary_2018,14760.0,4731877.0,76.0658536585366,9775564.0
Indonesia_2015,3430.0,124649774.0,70.768,258383256.0
Indonesia_2016,3400.0,125957742.0,71.035,261554226.0
Indonesia_2017,3530.0,129622071.0,71.282,264645886.0
Indonesia_2018,3850.0,132737405.0,71.509,267663435.0
India_2015,1600.0,476339891.0,68.607,1310152403.0
India_2016,1680.0,480525905.0,68.89699999999999,1324509589.0
India_2017,1830.0,484231730.0,69.165,1338658835.0
India_2018,2010.0,487622021.0,69.416,1352617328.0
Ireland_2015,50350.0,2283198.0,81.45365853658541,4701957.0
Ireland_2016,52490.0,2321591.0,81.65365853658541,4755335.0
Ireland_2017,53480.0,2344064.0,82.1560975609756,4807388.0
Ireland_2018,59640.0,2385556.0,82.25609756097559,4867316.0
Iran_2015,5370.0,25359406.0,75.796,78492215.0
Iran_2016,5500.0,26559651.0,76.047,79564016.0
Iran_2017,5420.0,27419237.0,76.271,80673951.0
Iran_2018,5430.0,27770616.0,76.479,81800269.0
Iraq_2015,5930.0,9491635.0,69.929,35572261.0
Iraq_2016,5620.0,9813997.0,70.122,36610632.0
Iraq_2017,4880.0,9800982.0,70.294,37552781.0
Iraq_2018,5060.0,10146991.0,70.454,38433600.0
Iceland_2015,50160.0,203034.0,82.4682926829268,330815.0
Iceland_2016,55150.0,208261.0,82.2048780487805,335439.0
Iceland_2017,60530.0,210583.0,82.6609756097561,343400.0
Iceland_2018,67890.0,212899.0,82.8609756097561,352721.0
Israel_2015,36030.0,3876919.0,82.05121951219509,8380100.0
Israel_2016,36360.0,3955835.0,82.4073170731707,8546000.0
Israel_2017,37420.0,4024831.0,82.55121951219509,8713300.0
Israel_2018,40930.0,4102822.0,82.8024390243903,8882800.0
Italy_2015,32980.0,25541895.0,82.54390243902441,60730582.0
Italy_2016,31950.0,25812533.0,83.24390243902441,60627498.0
Italy_2017,31360.0,25985917.0,82.94634146341471,60536709.0
Italy_2018,33770.0,26034264.0,83.34634146341459,60421760.0
Jamaica_2015,4710.0,1402369.0,74.098,2891021.0
Jamaica_2016,4600.0,1445230.0,74.175,2906238.0
Jamaica_2017,4740.0,1476965.0,74.267,2920853.0
Jamaica_2018,4970.0,1473383.0,74.368,2934855.0
Jordan_2015,3900.0,2329440.0,74.078,9266575.0
Jordan_2016,3930.0,2423692.0,74.184,9551467.0
Jordan_2017,4020.0,2506538.0,74.292,9779173.0
Jordan_2018,4200.0,2579658.0,74.405,9956011.0
Japan_2015,38840.0,66363530.0,83.79390243902441,127141000.0
Japan_2016,37860.0,66850743.0,83.9848780487805,126994511.0
Japan_2017,38490.0,67288388.0,84.099756097561,126785797.0
Japan_2018,41150.0,68358370.0,84.2109756097561,126529100.0
Kazakhstan_2015,11380.0,9116395.0,72.0,17542806.0
Kazakhstan_2016,8770.0,9070629.0,72.3,17794055.0
Kazakhstan_2017,8040.0,9003750.0,72.95,18037776.0
Kazakhstan_2018,8070.0,9030838.0,73.15,18276498.5
Kenya_2015,1290.0,20855980.0,64.798,47878336.0
Kenya_2016,1350.0,21750718.0,65.393,49051686.0
Kenya_2017,1420.0,22401022.0,65.90899999999999,50221473.0
Kenya_2018,1600.0,23057935.0,66.342,51393010.0
Kyrgyzstan_2015,1180.0,2545568.0,70.6512195121951,5956900.0
Kyrgyzstan_2016,1110.0,2548381.0,70.9512195121951,6079500.0
Kyrgyzstan_2017,1110.0,2530722.0,71.2,6198200.0
Kyrgyzstan_2018,1220.0,2564912.0,71.4,6322800.0
Cambodia_2015,1060.0,8527881.0,68.637,15521436.0
Cambodia_2016,1140.0,8909071.0,68.977,15766293.0
Cambodia_2017,1230.0,9055041.0,69.289,16009414.0
Cambodia_2018,1380.0,9191221.0,69.57,16249798.0
South Korea_2015,28720.0,27525319.0,82.0243902439024,51014947.0
